,math,reading,year_teaching,regular class,small class,is_girl,free lunch,black,white
1828,0.5,0.3173076923076923,0.0,0,1,0,0,0,1
1830,0.6535947712418301,0.5384615384615384,0.4074074074074074,0,1,1,0,0,1
1831,0.37254901960784315,0.21474358974358973,1.0,0,0,0,0,0,1
1832,0.37254901960784315,0.26282051282051283,0.07407407407407407,0,1,0,1,1,0
1833,0.5522875816993464,0.3525641025641026,0.1111111111111111,0,1,0,0,0,1
1835,0.7058823529411765,0.5673076923076923,0.4074074074074074,0,1,0,1,0,1
1836,0.7058823529411765,0.4230769230769231,0.14814814814814814,1,0,1,0,0,1
1838,0.5882352941176471,0.3301282051282051,0.4444444444444444,0,1,0,1,0,1
1839,0.5359477124183006,0.6378205128205128,0.48148148148148145,0,0,0,1,0,1
1840,0.3562091503267974,0.30448717948717946,0.25925925925925924,0,0,1,1,1,0
1842,0.5163398692810458,0.3782051282051282,0.2962962962962963,0,0,1,0,0,1
1844,0.3562091503267974,0.2980769230769231,0.14814814814814814,1,0,0,0,0,1
1846,0.6797385620915033,0.47435897435897434,0.1111111111111111,0,0,1,0,0,1
1848,0.3202614379084967,0.358974358974359,0.2962962962962963,0,0,0,0,0,1
1850,0.37254901960784315,0.26282051282051283,0.4444444444444444,1,0,0,1,0,1
1852,0.4673202614379085,0.36217948717948717,0.48148148148148145,0,0,1,1,0,1
1855,0.43790849673202614,0.3974358974358974,0.1111111111111111,0,0,1,0,0,1
1857,0.3366013071895425,0.26282051282051283,0.4074074074074074,0,0,1,1,0,1
1860,0.9215686274509803,0.7147435897435898,0.1111111111111111,0,1,1,1,1,0
1861,0.37254901960784315,0.28846153846153844,0.4074074074074074,1,0,1,1,1,0
1864,0.3888888888888889,0.3076923076923077,0.6296296296296297,0,0,0,0,0,1
1865,0.5882352941176471,0.3141025641025641,0.07407407407407407,0,1,1,1,1,0
1869,0.4673202614379085,0.6506410256410257,0.37037037037037035,0,0,0,0,0,1
1870,0.7058823529411765,0.34935897435897434,0.4444444444444444,0,0,1,1,0,1
1871,0.6078431372549019,0.6378205128205128,0.5185185185185185,1,0,0,0,0,1
1873,0.37254901960784315,0.33974358974358976,0.18518518518518517,0,0,1,1,1,0
1878,0.40522875816993464,0.3141025641025641,0.48148148148148145,0,0,0,0,0,1
1879,0.5522875816993464,0.48717948717948717,0.18518518518518517,0,0,0,1,0,1
1881,0.4215686274509804,0.3076923076923077,0.2962962962962963,1,0,0,1,0,1
1883,0.6797385620915033,0.4358974358974359,0.18518518518518517,0,1,1,0,0,1
1884,0.5522875816993464,0.3974358974358974,0.2962962962962963,1,0,0,0,0,1
1886,0.8366013071895425,0.6153846153846154,0.07407407407407407,1,0,0,0,0,1
1888,0.6078431372549019,0.4358974358974359,0.2222222222222222,0,0,1,0,0,1
1889,0.3888888888888889,0.358974358974359,0.4074074074074074,0,0,1,1,0,1
1891,0.5359477124183006,0.5032051282051282,0.37037037037037035,0,0,0,0,0,1
1892,0.5163398692810458,0.27884615384615385,0.6296296296296297,0,0,0,1,0,1
1893,0.5359477124183006,0.34935897435897434,0.0,1,0,1,1,1,0
1897,0.6078431372549019,0.358974358974359,0.2962962962962963,0,1,0,1,0,1
1899,0.6078431372549019,0.5384615384615384,0.4074074074074074,0,1,1,1,0,1
1903,0.5882352941176471,0.358974358974359,0.5555555555555556,1,0,0,0,0,1
1908,0.3366013071895425,0.2948717948717949,0.37037037037037035,1,0,0,0,0,1
1910,0.6797385620915033,0.3525641025641026,0.037037037037037035,0,0,1,1,1,0
1912,0.3366013071895425,0.36217948717948717,0.14814814814814814,1,0,0,0,0,1
1914,0.5359477124183006,0.46474358974358976,0.2962962962962963,0,1,1,1,0,1
1916,0.8366013071895425,0.6025641025641025,0.6666666666666666,0,1,1,0,0,1
1917,0.6797385620915033,0.4166666666666667,0.5185185185185185,0,0,0,1,0,1
1921,0.48366013071895425,0.3782051282051282,0.7777777777777778,0,0,0,0,0,1
1922,0.3366013071895425,0.3141025641025641,0.5555555555555556,0,1,0,1,0,1
1923,0.3888888888888889,0.2948717948717949,0.48148148148148145,1,0,1,0,1,0
1925,0.5882352941176471,0.4358974358974359,0.0,1,0,1,0,0,1
1927,0.4215686274509804,0.3141025641025641,0.37037037037037035,1,0,0,0,1,0
1928,0.5359477124183006,0.34294871794871795,0.1111111111111111,0,0,1,0,0,1
1930,0.6535947712418301,0.48717948717948717,0.18518518518518517,0,0,1,1,1,0
1932,0.3202614379084967,0.2564102564102564,0.1111111111111111,1,0,1,1,1,0
1933,0.7810457516339869,0.34294871794871795,0.37037037037037035,0,0,0,1,0,1
1937,0.1111111111111111,0.1955128205128205,0.18518518518518517,0,0,0,1,1,0
1938,0.4673202614379085,0.2980769230769231,0.1111111111111111,0,0,0,0,0,1
1941,0.3562091503267974,0.28205128205128205,0.14814814814814814,0,1,1,1,0,1
1942,0.4215686274509804,0.3717948717948718,0.4074074074074074,1,0,1,1,0,1
1945,0.3366013071895425,0.3525641025641026,0.07407407407407407,0,1,0,0,0,1
1947,0.6535947712418301,0.3974358974358974,0.14814814814814814,1,0,1,1,0,1
1948,0.3562091503267974,0.34935897435897434,0.48148148148148145,1,0,0,1,1,0
1949,0.5,0.3814102564102564,0.2962962962962963,1,0,0,0,0,1
1950,0.7058823529411765,0.41025641025641024,0.48148148148148145,1,0,0,0,0,1
1951,0.5359477124183006,0.3525641025641026,0.18518518518518517,1,0,0,0,0,1
1952,0.5,0.41025641025641024,0.0,0,1,0,0,0,1
1955,0.5882352941176471,0.46474358974358976,0.4444444444444444,0,1,0,1,1,0
1956,0.6797385620915033,0.4967948717948718,0.18518518518518517,0,1,1,0,0,1
1959,0.3888888888888889,0.3141025641025641,0.037037037037037035,0,1,0,1,1,0
1960,0.7058823529411765,0.5833333333333334,0.2222222222222222,0,1,1,1,0,1
1963,0.6078431372549019,0.4583333333333333,0.2962962962962963,0,1,1,0,0,1
1965,0.48366013071895425,0.36217948717948717,0.037037037037037035,0,1,0,1,1,0
1966,0.5522875816993464,0.44871794871794873,0.37037037037037035,1,0,0,0,0,1
1967,0.7058823529411765,0.5096153846153846,0.37037037037037035,0,0,0,0,1,0
1968,0.5359477124183006,0.3525641025641026,0.2962962962962963,0,0,1,0,0,1
1969,0.40522875816993464,0.3333333333333333,0.037037037037037035,0,0,1,1,1,0
1970,0.8366013071895425,0.7147435897435898,0.0,0,1,0,0,0,1
1971,0.43790849673202614,0.28846153846153844,0.1111111111111111,1,0,0,0,0,1
1972,0.5163398692810458,0.41025641025641024,0.4444444444444444,1,0,0,1,0,1
1975,0.40522875816993464,0.2980769230769231,0.18518518518518517,0,0,1,1,0,1
1976,0.3888888888888889,0.3141025641025641,0.0,0,1,0,0,0,1
1977,0.8366013071895425,0.40064102564102566,0.37037037037037035,0,0,0,1,1,0
1979,0.5522875816993464,0.38782051282051283,0.48148148148148145,0,1,0,0,1,0
1981,0.48366013071895425,0.3141025641025641,0.037037037037037035,0,0,1,1,1,0
1984,0.5522875816993464,0.46474358974358976,0.5185185185185185,0,1,0,0,0,1
1986,0.6797385620915033,0.42628205128205127,0.2962962962962963,0,0,0,0,0,1
1987,0.5359477124183006,0.40064102564102566,0.0,0,1,0,0,0,1
1989,0.37254901960784315,0.28205128205128205,0.5185185185185185,0,1,0,1,0,1
1991,0.5,0.28205128205128205,1.0,0,0,1,1,0,1
1994,0.7810457516339869,0.46794871794871795,0.5555555555555556,0,1,0,0,0,1
1996,0.5686274509803921,0.3685897435897436,0.5185185185185185,0,1,0,0,1,0
1999,0.3006535947712418,0.34294871794871795,0.07407407407407407,0,1,1,1,0,1
2003,0.7810457516339869,0.40064102564102566,0.48148148148148145,1,0,1,0,0,1
2005,0.4673202614379085,0.3525641025641026,0.5555555555555556,1,0,0,1,1,0
2006,0.4215686274509804,0.3974358974358974,0.7777777777777778,0,1,0,1,1,0
2007,0.6535947712418301,0.41025641025641024,0.18518518518518517,0,0,1,0,0,1
2009,0.5522875816993464,0.46474358974358976,0.037037037037037035,0,0,1,1,1,0
2010,0.5882352941176471,0.42628205128205127,0.8148148148148148,1,0,1,0,0,1
2012,0.4542483660130719,0.4423076923076923,0.25925925925925924,0,0,0,0,0,1
2013,0.7810457516339869,0.4519230769230769,0.37037037037037035,0,0,1,0,1,0
2016,0.5686274509803921,0.4326923076923077,0.7777777777777778,0,1,0,1,0,1
2019,0.7418300653594772,0.46794871794871795,0.037037037037037035,0,0,1,0,1,0
2020,0.4215686274509804,0.3076923076923077,0.2962962962962963,1,0,0,1,1,0
2021,0.48366013071895425,0.3782051282051282,0.2962962962962963,1,0,0,1,0,1
2030,0.5882352941176471,0.3974358974358974,0.48148148148148145,1,0,0,0,0,1
2035,0.5,0.44871794871794873,0.4444444444444444,1,0,1,1,1,0
2039,0.630718954248366,0.4326923076923077,0.4444444444444444,0,1,1,0,0,1
2040,0.630718954248366,0.3782051282051282,0.4074074074074074,1,0,1,0,0,1
2041,0.6078431372549019,0.4358974358974359,0.6296296296296297,0,0,1,0,0,1
2043,0.5163398692810458,0.4358974358974359,0.14814814814814814,0,0,1,0,0,1
2051,0.40522875816993464,0.2403846153846154,0.0,1,0,0,1,1,0
2054,0.5882352941176471,0.3333333333333333,0.07407407407407407,0,1,1,1,1,0
2056,0.2581699346405229,0.2724358974358974,0.6296296296296297,0,0,1,1,1,0
2057,0.5359477124183006,0.33974358974358976,0.8148148148148148,1,0,1,0,0,1
2060,0.6535947712418301,0.358974358974359,0.37037037037037035,1,0,0,0,0,1
2067,0.5,0.41025641025641024,0.1111111111111111,0,1,0,1,1,0
2070,0.5522875816993464,0.38782051282051283,0.037037037037037035,0,0,0,1,1,0
2077,0.6535947712418301,0.5160256410256411,0.6666666666666666,0,0,1,0,0,1
2078,0.5686274509803921,0.4519230769230769,0.14814814814814814,0,1,1,1,0,1
2080,0.5,0.28846153846153844,0.4444444444444444,1,0,0,1,0,1
2082,0.3888888888888889,0.30448717948717946,0.1111111111111111,1,0,0,0,1,0
2083,0.6797385620915033,0.5512820512820513,0.4074074074074074,0,1,1,0,0,1
2088,0.5,0.34935897435897434,0.4074074074074074,1,0,1,1,0,1
2090,0.7418300653594772,0.5032051282051282,0.5555555555555556,1,0,0,0,0,1
2091,0.7418300653594772,0.4326923076923077,0.2222222222222222,0,1,0,0,0,1
2093,0.5163398692810458,0.3525641025641026,0.2962962962962963,0,0,1,0,0,1
2094,0.37254901960784315,0.2403846153846154,0.37037037037037035,0,0,1,1,0,1
2101,0.5,0.32371794871794873,0.37037037037037035,0,0,0,1,1,0
2104,0.6797385620915033,0.5160256410256411,0.2222222222222222,0,1,0,0,0,1
2105,0.4542483660130719,0.3525641025641026,0.1111111111111111,1,0,0,0,0,1
2113,0.4673202614379085,0.38782051282051283,0.6296296296296297,0,1,1,0,0,1
2114,0.6078431372549019,0.33974358974358976,0.2962962962962963,0,0,0,1,1,0
2116,0.3888888888888889,0.2724358974358974,0.3333333333333333,0,0,0,0,0,1
2117,0.3202614379084967,0.25,0.0,1,0,0,1,0,1
2118,0.5522875816993464,0.391025641025641,0.037037037037037035,1,0,0,0,0,1
2120,0.7810457516339869,0.5448717948717948,0.5185185185185185,0,1,1,0,0,1
2122,0.630718954248366,0.7371794871794872,0.25925925925925924,0,0,1,0,0,1
2124,0.3006535947712418,0.24358974358974358,0.4444444444444444,0,1,0,1,1,0
2125,0.5359477124183006,0.3076923076923077,0.3333333333333333,0,1,1,0,1,0
2126,0.40522875816993464,0.24358974358974358,0.4444444444444444,1,0,0,1,1,0
2127,0.4215686274509804,0.33974358974358976,0.037037037037037035,0,1,0,1,1,0
2128,0.5522875816993464,0.3525641025641026,0.0,0,0,0,0,0,1
2131,0.8366013071895425,0.5288461538461539,0.4444444444444444,0,0,1,0,0,1
2135,0.6535947712418301,0.358974358974359,0.07407407407407407,0,0,0,0,0,1
2136,0.6078431372549019,0.3301282051282051,0.3333333333333333,0,0,1,0,0,1
2137,0.7810457516339869,0.4583333333333333,0.4074074074074074,0,0,0,0,0,1
2140,0.4542483660130719,0.47435897435897434,0.4074074074074074,0,0,1,0,0,1
2141,0.7058823529411765,0.4583333333333333,0.0,1,0,1,1,1,0
2143,0.3888888888888889,0.34294871794871795,0.18518518518518517,0,0,0,0,0,1
2144,0.5163398692810458,0.5608974358974359,0.37037037037037035,0,1,0,1,1,0
2146,0.4215686274509804,0.2980769230769231,0.2222222222222222,1,0,0,1,1,0
2148,0.6797385620915033,0.5096153846153846,0.6296296296296297,0,0,0,0,0,1
2151,0.5359477124183006,0.3814102564102564,0.18518518518518517,0,0,0,1,1,0
2152,0.48366013071895425,0.3333333333333333,0.4074074074074074,1,0,1,1,1,0
2154,0.8366013071895425,0.5096153846153846,0.48148148148148145,0,0,0,0,0,1
2158,0.5359477124183006,0.3717948717948718,0.2962962962962963,0,1,0,0,0,1
2159,0.5686274509803921,0.34294871794871795,0.0,0,1,1,0,1,0
2163,0.6535947712418301,0.5224358974358975,0.6296296296296297,0,1,0,0,0,1
2165,0.43790849673202614,0.2980769230769231,0.5925925925925926,1,0,1,1,0,1
2166,0.40522875816993464,0.28205128205128205,0.14814814814814814,1,0,1,0,0,1
2167,0.6535947712418301,0.5288461538461539,0.18518518518518517,1,0,0,0,0,1
2168,0.5686274509803921,0.4807692307692308,0.5185185185185185,0,1,0,0,0,1
2169,0.5686274509803921,0.44871794871794873,0.0,1,0,1,0,0,1
2170,0.630718954248366,0.40705128205128205,0.18518518518518517,0,0,0,0,0,1
2171,0.5359477124183006,0.46474358974358976,0.4444444444444444,1,0,0,0,0,1
2173,0.4673202614379085,0.3685897435897436,0.1111111111111111,1,0,1,0,0,1
2175,0.37254901960784315,0.26282051282051283,0.07407407407407407,0,0,1,0,0,1
2176,0.5359477124183006,0.32371794871794873,0.2222222222222222,1,0,0,1,1,0
2177,0.6535947712418301,0.42628205128205127,0.2962962962962963,0,1,1,0,0,1
2179,0.630718954248366,0.4326923076923077,0.1111111111111111,0,1,0,1,1,0
2182,0.6797385620915033,0.4230769230769231,0.2222222222222222,0,1,1,1,1,0
2183,0.5163398692810458,0.3525641025641026,0.37037037037037035,0,1,0,1,0,1
2184,0.3006535947712418,0.2403846153846154,0.18518518518518517,0,0,1,1,1,0
2185,0.7418300653594772,0.40705128205128205,0.2962962962962963,0,0,0,0,0,1
2186,0.40522875816993464,0.3814102564102564,0.4444444444444444,0,1,1,0,0,1
2190,0.2581699346405229,0.2403846153846154,0.2222222222222222,1,0,0,1,0,1
2193,0.4542483660130719,0.2980769230769231,0.7407407407407407,1,0,0,1,0,1
2197,0.7058823529411765,0.38782051282051283,0.4444444444444444,0,1,0,1,0,1
2199,0.5163398692810458,0.38782051282051283,0.5555555555555556,1,0,1,1,1,0
2200,0.9215686274509803,0.5769230769230769,0.1111111111111111,1,0,0,0,0,1
2202,0.43790849673202614,0.34294871794871795,0.18518518518518517,0,1,1,1,1,0
2205,0.7810457516339869,0.40064102564102566,0.37037037037037035,1,0,1,1,1,0
2206,0.40522875816993464,0.2564102564102564,0.2962962962962963,0,0,0,0,0,1
2207,0.7058823529411765,0.36217948717948717,0.037037037037037035,1,0,1,0,1,0
2208,0.3202614379084967,0.33974358974358976,0.4444444444444444,0,1,1,1,0,1
2210,0.48366013071895425,0.30448717948717946,0.18518518518518517,0,0,0,0,0,1
2212,0.5163398692810458,0.3685897435897436,0.4444444444444444,1,0,1,0,0,1
2213,0.6535947712418301,0.6506410256410257,0.5925925925925926,0,0,0,0,0,1
2214,0.3562091503267974,0.3525641025641026,0.2222222222222222,1,0,1,0,0,1
2215,0.4542483660130719,0.28846153846153844,0.48148148148148145,0,1,0,0,0,1
2216,0.5,0.391025641025641,0.18518518518518517,0,0,0,1,1,0
2217,0.2777777777777778,0.2564102564102564,0.2962962962962963,1,0,1,1,0,1
2218,0.6535947712418301,0.32371794871794873,0.2962962962962963,1,0,0,0,0,1
2220,0.7418300653594772,0.3814102564102564,0.2222222222222222,0,1,1,1,1,0
2222,0.5522875816993464,0.4807692307692308,0.48148148148148145,1,0,1,0,0,1
2224,0.5882352941176471,0.3717948717948718,0.25925925925925924,0,0,1,0,0,1
2227,0.6535947712418301,0.4583333333333333,0.48148148148148145,0,1,0,0,0,1
2228,0.5163398692810458,0.3173076923076923,0.8148148148148148,0,1,1,0,0,1
2232,0.4673202614379085,0.34935897435897434,0.4074074074074074,1,0,1,0,0,1
2234,0.3202614379084967,0.28205128205128205,0.4074074074074074,1,0,1,0,0,1
2235,0.6535947712418301,0.40705128205128205,0.4074074074074074,0,1,1,0,0,1
2236,0.7810457516339869,0.5032051282051282,0.2962962962962963,0,1,1,0,0,1
2238,0.48366013071895425,0.40705128205128205,0.4444444444444444,0,0,0,1,0,1
2239,0.37254901960784315,0.3076923076923077,0.07407407407407407,0,0,1,1,1,0
2240,0.2777777777777778,0.26282051282051283,0.4074074074074074,0,0,1,1,1,0
2241,0.4215686274509804,0.3717948717948718,0.07407407407407407,1,0,1,1,1,0
2243,0.5882352941176471,0.4166666666666667,0.037037037037037035,0,0,1,1,1,0
2247,0.9215686274509803,0.5608974358974359,0.37037037037037035,0,0,1,1,1,0
2248,0.5163398692810458,0.42628205128205127,0.5555555555555556,1,0,0,0,0,1
2252,0.7418300653594772,0.5833333333333334,0.48148148148148145,0,0,1,0,0,1
2253,0.5522875816993464,0.4583333333333333,0.14814814814814814,0,1,0,0,0,1
2258,0.40522875816993464,0.3782051282051282,0.2962962962962963,0,1,1,0,0,1
2261,0.8366013071895425,0.4423076923076923,0.14814814814814814,0,1,0,0,0,1
2266,0.630718954248366,0.5160256410256411,0.4074074074074074,1,0,1,1,0,1
2267,0.5522875816993464,0.3717948717948718,0.14814814814814814,1,0,0,1,0,1
2268,0.5359477124183006,0.4423076923076923,0.48148148148148145,1,0,1,0,0,1
2269,0.48366013071895425,0.40064102564102566,0.07407407407407407,1,0,1,1,0,1
2272,0.9215686274509803,0.47435897435897434,0.7407407407407407,1,0,0,1,0,1
2277,0.37254901960784315,0.2980769230769231,0.25925925925925924,0,1,1,0,0,1
2278,0.6797385620915033,0.41025641025641024,0.2222222222222222,0,1,1,0,0,1
2280,0.3888888888888889,0.23397435897435898,0.1111111111111111,1,0,0,1,1,0
2282,0.3888888888888889,0.36217948717948717,0.2222222222222222,1,0,0,1,1,0
2285,0.6078431372549019,0.3301282051282051,0.48148148148148145,0,0,1,0,0,1
2286,0.4673202614379085,0.4423076923076923,0.1111111111111111,0,0,0,0,0,1
2287,0.7058823529411765,0.36217948717948717,0.0,1,0,0,0,0,1
2292,0.6078431372549019,0.4519230769230769,0.4444444444444444,0,0,0,0,0,1
2294,0.5359477124183006,0.3525641025641026,0.48148148148148145,0,0,0,0,0,1
2297,0.6078431372549019,0.44871794871794873,0.0,0,0,0,1,1,0
2298,0.37254901960784315,0.2948717948717949,0.4444444444444444,0,1,0,0,0,1
2299,0.6078431372549019,0.38782051282051283,0.7407407407407407,0,1,0,0,0,1
2301,0.40522875816993464,0.34294871794871795,0.2962962962962963,1,0,0,0,0,1
2307,0.630718954248366,0.3717948717948718,0.037037037037037035,0,1,0,1,1,0
2308,0.6078431372549019,0.3525641025641026,0.14814814814814814,1,0,0,0,0,1
2309,0.5882352941176471,0.40064102564102566,0.14814814814814814,0,1,1,0,0,1
2310,0.4542483660130719,0.28205128205128205,0.2222222222222222,0,1,0,1,0,1
2313,0.5359477124183006,0.3782051282051282,0.2222222222222222,0,1,0,0,0,1
2316,0.40522875816993464,0.34294871794871795,0.48148148148148145,1,0,0,1,0,1
2318,0.20915032679738563,0.25,0.2222222222222222,1,0,0,1,1,0
2320,0.3888888888888889,0.4519230769230769,0.2962962962962963,1,0,0,0,0,1
2321,0.4542483660130719,0.33974358974358976,0.5925925925925926,1,0,1,0,0,1
2322,0.4673202614379085,0.25,0.2962962962962963,1,0,1,1,1,0
2327,0.5686274509803921,0.3685897435897436,0.48148148148148145,1,0,1,0,0,1
2328,0.5522875816993464,0.5608974358974359,0.37037037037037035,0,0,0,1,0,1
2330,0.5522875816993464,0.3782051282051282,0.3333333333333333,0,0,0,1,0,1
2331,0.3202614379084967,0.28205128205128205,0.3333333333333333,0,1,0,1,0,1
2333,0.3562091503267974,0.3333333333333333,0.4444444444444444,0,0,1,1,1,0
2336,0.630718954248366,0.6025641025641025,0.7407407407407407,0,0,0,0,0,1
2340,0.5,0.3685897435897436,0.4074074074074074,0,0,1,1,0,1
2341,0.5359477124183006,0.4358974358974359,0.4444444444444444,1,0,1,0,0,1
2345,0.43790849673202614,0.3141025641025641,0.7777777777777778,0,0,1,1,0,1
2346,0.23529411764705882,0.25,0.4074074074074074,1,0,0,1,0,1
2347,0.6797385620915033,0.46474358974358976,0.5925925925925926,0,0,0,1,1,0
2349,0.3562091503267974,0.23397435897435898,0.0,0,0,0,1,1,0
2350,0.4542483660130719,0.266025641025641,0.3333333333333333,1,0,1,1,1,0
2351,0.5359477124183006,0.4166666666666667,0.2962962962962963,0,1,0,0,0,1
2353,0.40522875816993464,0.2948717948717949,0.4074074074074074,1,0,1,1,1,0
2354,0.5882352941176471,0.391025641025641,1.0,0,0,1,0,0,1
2355,0.3562091503267974,0.2948717948717949,0.18518518518518517,1,0,0,1,1,0
2356,0.6078431372549019,0.3717948717948718,0.18518518518518517,1,0,1,1,0,1
2357,0.5163398692810458,0.2980769230769231,0.1111111111111111,0,1,1,1,0,1
2359,0.7058823529411765,0.47435897435897434,0.48148148148148145,0,1,1,1,0,1
2360,0.6078431372549019,0.6153846153846154,0.18518518518518517,1,0,1,0,0,1
2364,0.630718954248366,0.358974358974359,0.2962962962962963,0,1,0,0,0,1
2365,0.5686274509803921,0.3301282051282051,0.8148148148148148,1,0,0,0,0,1
2366,0.5686274509803921,0.2564102564102564,0.07407407407407407,0,0,0,1,0,1
2368,0.6797385620915033,0.4519230769230769,0.5185185185185185,0,0,0,0,0,1
2370,0.6078431372549019,0.2980769230769231,0.4444444444444444,1,0,0,1,0,1
2371,0.630718954248366,0.47435897435897434,0.48148148148148145,1,0,1,1,0,1
2372,0.630718954248366,0.4166666666666667,0.2222222222222222,0,1,1,1,0,1
2373,0.48366013071895425,0.3525641025641026,0.037037037037037035,0,1,0,1,1,0
2374,0.2581699346405229,0.266025641025641,0.2962962962962963,0,0,1,0,0,1
2376,0.5163398692810458,0.4166666666666667,0.1111111111111111,0,1,1,1,1,0
2378,0.3366013071895425,0.32371794871794873,0.4074074074074074,1,0,1,1,1,0
2381,0.7810457516339869,0.5224358974358975,0.7037037037037037,1,0,1,0,0,1
2382,0.4215686274509804,0.33974358974358976,0.48148148148148145,1,0,1,0,0,1
2383,0.37254901960784315,0.2724358974358974,0.3333333333333333,1,0,1,1,1,0
2385,0.37254901960784315,0.3173076923076923,0.37037037037037035,1,0,0,0,0,1
2386,0.37254901960784315,0.3173076923076923,0.07407407407407407,0,1,1,1,1,0
2387,0.9215686274509803,0.5288461538461539,0.8888888888888888,0,0,1,1,1,0
2388,0.5163398692810458,0.36217948717948717,0.18518518518518517,0,0,0,1,1,0
2390,0.630718954248366,0.40064102564102566,0.2222222222222222,0,1,1,1,0,1
2393,0.7418300653594772,0.5769230769230769,0.4074074074074074,1,0,1,0,0,1
2395,0.630718954248366,0.42628205128205127,0.2222222222222222,0,1,1,0,0,1
2397,0.5359477124183006,0.3333333333333333,0.1111111111111111,0,0,1,0,0,1
2399,0.3006535947712418,0.2980769230769231,0.14814814814814814,1,0,0,0,0,1
2400,0.5,0.3685897435897436,0.1111111111111111,1,0,1,0,0,1
2401,0.9215686274509803,0.46794871794871795,0.5555555555555556,0,0,0,1,0,1
2405,0.5,0.391025641025641,0.4444444444444444,0,0,0,1,0,1
2406,0.7418300653594772,0.42628205128205127,1.0,0,1,1,1,0,1
2407,0.7810457516339869,0.46794871794871795,0.7407407407407407,0,1,0,0,0,1
2409,0.5163398692810458,0.3685897435897436,0.48148148148148145,0,0,1,0,0,1
2412,0.3366013071895425,0.28205128205128205,0.18518518518518517,0,0,0,0,0,1
2422,0.5359477124183006,0.36217948717948717,0.48148148148148145,1,0,0,0,0,1
2425,0.3888888888888889,0.32371794871794873,0.6296296296296297,0,0,0,1,1,0
2426,0.5163398692810458,0.46474358974358976,0.37037037037037035,1,0,0,0,0,1
2428,0.5686274509803921,0.46474358974358976,0.4074074074074074,1,0,1,0,0,1
2434,0.5522875816993464,0.3782051282051282,0.0,0,1,1,1,1,0
2435,0.7058823529411765,0.6634615384615384,0.48148148148148145,0,1,1,0,0,1
2437,0.43790849673202614,0.28205128205128205,0.37037037037037035,0,1,1,1,0,1
2441,0.37254901960784315,0.3717948717948718,0.4444444444444444,0,0,0,0,1,0
2442,0.3888888888888889,0.3525641025641026,0.1111111111111111,0,0,1,1,0,1
2445,0.5882352941176471,0.41025641025641024,0.1111111111111111,1,0,0,1,0,1
2446,0.43790849673202614,0.27884615384615385,0.2962962962962963,0,0,0,0,0,1
2452,0.40522875816993464,0.2564102564102564,0.1111111111111111,1,0,0,1,1,0
2454,0.4215686274509804,0.28205128205128205,0.4074074074074074,1,0,1,1,1,0
2455,0.2777777777777778,0.22115384615384615,0.2962962962962963,0,1,0,1,1,0
2456,0.6797385620915033,0.5608974358974359,0.2222222222222222,0,1,0,0,0,1
2457,0.6797385620915033,0.44871794871794873,0.25925925925925924,0,0,0,0,0,1
2458,0.2581699346405229,0.2403846153846154,0.4074074074074074,0,0,0,1,1,0
2459,0.4542483660130719,0.3141025641025641,0.2222222222222222,0,1,1,1,1,0
2460,0.6078431372549019,0.36217948717948717,0.5185185185185185,0,0,0,0,0,1
2464,0.5522875816993464,0.40705128205128205,0.18518518518518517,1,0,1,1,1,0
2467,0.3888888888888889,0.3333333333333333,0.0,0,1,1,0,0,1
2469,0.9215686274509803,0.5769230769230769,0.18518518518518517,0,1,1,1,1,0
2477,0.40522875816993464,0.38782051282051283,0.48148148148148145,0,1,0,1,1,0
2478,0.5359477124183006,0.38782051282051283,0.3333333333333333,0,0,1,0,0,1
2480,0.6078431372549019,0.48717948717948717,0.3333333333333333,0,0,0,0,1,0
2481,0.43790849673202614,0.41025641025641024,0.07407407407407407,0,1,0,0,0,1
2482,0.3006535947712418,0.23397435897435898,0.1111111111111111,0,0,1,0,0,1
2483,0.5686274509803921,0.3974358974358974,0.2962962962962963,0,1,0,0,0,1
2484,0.3888888888888889,0.36217948717948717,0.4074074074074074,0,0,0,1,1,0
2486,0.6535947712418301,0.4166666666666667,0.37037037037037035,0,1,1,0,0,1
2488,0.4542483660130719,0.3173076923076923,0.2962962962962963,0,1,0,1,0,1
2489,0.48366013071895425,0.3685897435897436,0.2222222222222222,1,0,1,1,1,0
2491,0.4542483660130719,0.358974358974359,0.0,0,0,1,1,0,1
2492,0.43790849673202614,0.3525641025641026,0.07407407407407407,1,0,0,0,0,1
2494,0.9215686274509803,0.5160256410256411,0.14814814814814814,0,1,0,1,0,1
2495,0.5882352941176471,0.33974358974358976,0.1111111111111111,0,1,0,0,0,1
2498,0.7810457516339869,0.42628205128205127,0.2222222222222222,0,1,0,0,0,1
2499,0.43790849673202614,0.3173076923076923,0.7777777777777778,0,0,0,1,0,1
2500,0.630718954248366,0.3173076923076923,0.037037037037037035,0,0,0,1,1,0
2501,0.7058823529411765,0.32371794871794873,0.2222222222222222,1,0,0,0,0,1
2502,0.5,0.40064102564102566,0.1111111111111111,1,0,0,0,0,1
2503,0.5163398692810458,0.44871794871794873,0.5925925925925926,1,0,0,1,0,1
2504,0.5163398692810458,0.3782051282051282,0.6296296296296297,1,0,1,1,1,0
2505,0.4542483660130719,0.3141025641025641,0.48148148148148145,0,0,1,1,0,1
2506,0.4542483660130719,0.34294871794871795,1.0,0,0,1,1,0,1
2509,0.9215686274509803,0.5833333333333334,0.48148148148148145,0,0,0,0,0,1
